Date,Open,High,Low,Close,Adj Close,Volume
2018-06-15,null,null,null,null,null,null
2018-06-18,87.250000,87.500000,87.000000,87.250000,80.611412,1265500
2018-06-19,86.750000,87.000000,85.750000,86.000000,79.456520,4162300
2018-06-20,86.000000,88.250000,86.000000,88.000000,81.304352,3149900
2018-06-21,87.000000,87.500000,85.500000,86.500000,79.918480,3928500
2018-06-22,87.500000,88.500000,87.000000,88.500000,81.766304,5163600
2018-06-25,88.500000,88.500000,86.000000,87.000000,80.380440,2825700
2018-06-26,86.000000,86.500000,85.500000,85.750000,79.225548,3508800
2018-06-27,85.750000,86.500000,85.000000,85.500000,78.994568,2343700
2018-06-28,85.000000,85.250000,83.750000,84.250000,77.839676,3001700
2018-06-29,84.000000,84.500000,83.500000,84.000000,77.608696,2491600
2018-07-02,84.000000,87.500000,83.250000,87.250000,80.611412,4070900
2018-07-03,86.500000,87.000000,85.000000,87.000000,80.380440,3417200
2018-07-04,87.000000,87.000000,85.500000,85.750000,79.225548,2565200
2018-07-05,85.500000,85.500000,83.000000,83.750000,77.377716,3322300
2018-07-06,83.750000,85.500000,83.500000,83.750000,77.377716,3008000
2018-07-09,84.500000,86.000000,84.250000,85.750000,79.225548,2130000
2018-07-10,86.000000,86.250000,85.500000,86.250000,79.687500,1069000
2018-07-11,86.250000,87.250000,85.750000,86.750000,80.149460,2793400
2018-07-12,85.750000,85.750000,83.250000,84.000000,77.608696,11778400
2018-07-13,84.000000,84.250000,80.000000,80.500000,74.375000,17414500
2018-07-16,79.750000,80.000000,73.750000,74.250000,68.600548,28043600
2018-07-17,73.250000,75.250000,72.250000,73.750000,68.138588,25674300
2018-07-18,75.000000,76.750000,74.750000,76.000000,70.217392,15616800
2018-07-19,76.250000,76.500000,75.250000,76.000000,70.217392,5028900
2018-07-20,76.250000,77.500000,76.000000,77.000000,71.141304,12550800
2018-07-23,77.000000,78.000000,76.750000,77.750000,71.834244,4916300
2018-07-24,78.250000,78.250000,76.500000,77.000000,71.141304,6147100
2018-07-25,77.250000,77.750000,77.000000,77.250000,71.372284,3659500
2018-07-26,77.500000,78.250000,77.000000,78.000000,72.065216,5759300
2018-07-31,78.000000,78.250000,76.500000,78.000000,72.065216,7158500
2018-08-01,78.000000,78.750000,77.500000,78.500000,72.527176,4289500
2018-08-02,78.250000,79.750000,78.000000,79.000000,72.989128,6430000
2018-08-03,79.250000,79.750000,78.750000,79.000000,72.989128,3132000
2018-08-06,79.250000,79.500000,78.250000,78.750000,72.758156,1837700
2018-08-07,78.500000,79.250000,78.250000,79.250000,73.220108,2525000
2018-08-08,79.000000,79.500000,78.500000,79.000000,72.989128,2295400
2018-08-09,79.250000,80.250000,78.750000,79.500000,73.451088,3045500
2018-08-10,79.500000,79.750000,78.500000,78.500000,72.527176,1587200
2018-08-14,78.000000,78.750000,78.000000,78.750000,72.758156,3421800
2018-08-15,78.750000,79.250000,78.250000,78.250000,72.296196,5172800
2018-08-16,78.000000,78.500000,77.500000,78.000000,72.065216,4971200
2018-08-17,78.250000,79.250000,78.250000,78.500000,72.527176,1566000
2018-08-20,78.500000,79.000000,78.250000,78.750000,72.758156,1760300
2018-08-21,79.000000,79.750000,78.000000,78.750000,72.758156,3637600
2018-08-22,78.500000,79.250000,78.500000,78.500000,72.527176,974000
2018-08-23,78.500000,79.250000,78.500000,78.750000,72.758156,1239100
2018-08-24,78.500000,79.250000,78.250000,78.750000,72.758156,1173200
2018-08-27,79.250000,82.250000,79.000000,81.750000,75.529892,8986700
2018-08-28,82.000000,82.250000,81.000000,81.250000,75.067940,3051500
2018-08-29,81.500000,81.500000,80.750000,81.000000,74.836960,1066200
2018-08-30,81.250000,81.750000,80.750000,81.000000,74.836960,1370600
2018-08-31,81.000000,82.500000,80.750000,82.000000,75.760872,3718300
2018-09-03,82.000000,83.750000,81.750000,83.500000,77.146744,4551500
2018-09-04,83.250000,83.250000,81.750000,82.000000,75.760872,4316800
2018-09-05,81.750000,82.250000,80.750000,81.000000,74.836960,3884300
2018-09-06,80.750000,81.750000,80.500000,81.750000,75.529892,1916700
2018-09-07,81.000000,82.000000,81.000000,81.750000,75.529892,1655200
2018-09-10,81.500000,81.500000,81.000000,81.500000,75.298912,922400
2018-09-11,81.500000,82.750000,81.250000,81.250000,75.067940,2969400
2018-09-12,81.250000,81.750000,80.500000,81.000000,74.836960,4224900
2018-09-13,81.500000,83.000000,81.250000,82.500000,76.222824,4595100
2018-09-14,82.750000,83.000000,81.500000,81.750000,75.529892,5236400
2018-09-17,81.750000,83.000000,81.750000,82.250000,75.991852,3504600
2018-09-18,82.250000,83.250000,82.000000,82.750000,76.453804,2938900
2018-09-19,83.000000,83.250000,82.750000,82.750000,76.453804,4383300
2018-09-20,83.000000,83.500000,82.750000,83.250000,76.915764,5332700
2018-09-21,84.000000,84.500000,83.750000,84.000000,77.608696,6670400
2018-09-24,84.000000,84.250000,83.250000,83.500000,77.146744,1668400
2018-09-25,83.500000,84.000000,83.000000,83.500000,77.146744,1440100
2018-09-26,83.250000,84.250000,83.250000,83.750000,77.377716,3474300
2018-09-27,83.750000,84.000000,83.250000,83.750000,77.377716,1736300
2018-09-28,83.750000,84.000000,83.500000,83.750000,77.377716,2202300
2018-10-01,83.750000,84.000000,83.500000,84.000000,77.608696,1583700
2018-10-02,83.750000,84.000000,83.500000,83.500000,77.146744,2904000
2018-10-03,83.500000,83.750000,83.250000,83.750000,77.377716,3290100
2018-10-04,83.250000,83.500000,82.000000,83.500000,77.146744,4975200
2018-10-05,82.500000,83.000000,82.250000,82.500000,76.222824,2558400
2018-10-08,82.500000,82.750000,80.500000,81.000000,74.836960,2467200
2018-10-09,81.000000,81.500000,80.500000,80.750000,74.605980,1900500
2018-10-10,80.750000,81.500000,80.000000,80.500000,74.375000,5380700
2018-10-11,78.750000,79.750000,78.500000,79.000000,72.989128,6575400
2018-10-12,80.000000,80.500000,78.500000,78.500000,72.527176,11004900
2018-10-16,78.750000,79.500000,78.500000,79.250000,73.220108,6547700
2018-10-17,79.500000,79.750000,79.250000,79.250000,73.220108,2278300
2018-10-18,78.750000,79.000000,78.000000,78.000000,72.065216,2877600
2018-10-19,78.000000,78.000000,76.500000,76.750000,70.910324,7050800
2018-10-22,76.500000,77.750000,76.500000,77.250000,71.372284,2912600
2018-10-24,76.750000,77.500000,76.750000,77.000000,71.141304,2162600
2018-10-25,76.000000,79.000000,76.000000,78.500000,72.527176,4199900
2018-10-26,78.500000,78.500000,77.750000,78.500000,72.527176,2023800
2018-10-29,78.500000,78.750000,77.750000,78.000000,72.065216,1826400
2018-10-30,78.000000,78.500000,77.750000,78.000000,72.065216,1147100
2018-10-31,78.750000,78.750000,77.750000,78.750000,72.758156,1715300
2018-11-01,78.500000,78.750000,78.250000,78.250000,72.296196,2473200
2018-11-02,79.000000,80.250000,78.750000,80.000000,73.913048,8090600
2018-11-05,79.250000,80.000000,79.000000,80.000000,73.913048,1193700
2018-11-06,80.000000,80.000000,79.250000,79.500000,73.451088,1610100
2018-11-07,79.500000,80.750000,79.250000,80.250000,74.144020,5460800
2018-11-08,80.250000,81.000000,80.000000,80.000000,73.913048,3159100
2018-11-09,79.750000,80.000000,79.000000,79.250000,73.220108,3841600
2018-11-12,79.000000,79.250000,78.750000,78.750000,72.758156,2025400
2018-11-13,78.000000,79.250000,78.000000,78.750000,72.758156,1990200
2018-11-14,78.750000,80.500000,78.750000,80.000000,73.913048,4913700
2018-11-15,80.000000,80.750000,79.750000,80.000000,73.913048,2577100
2018-11-16,80.000000,80.250000,79.250000,79.250000,73.220108,1563500
2018-11-19,79.500000,79.750000,79.250000,79.750000,73.682068,921000
2018-11-20,79.500000,79.750000,78.750000,79.000000,72.989128,2007600
2018-11-21,79.000000,79.500000,78.500000,79.250000,73.220108,1595200
2018-11-22,79.250000,79.500000,78.750000,78.750000,72.758156,991300
2018-11-23,79.000000,79.250000,78.500000,79.000000,72.989128,1319300
2018-11-26,79.000000,80.500000,79.000000,80.500000,74.375000,2196400
2018-11-27,80.500000,80.750000,79.750000,80.250000,74.144020,1966600
2018-11-28,80.500000,81.500000,80.500000,81.000000,74.836960,2935300
2018-11-29,81.500000,81.500000,80.500000,80.500000,74.375000,1438100
2018-11-30,80.500000,80.750000,80.000000,80.000000,73.913048,3677300
2018-12-03,80.500000,81.000000,80.000000,80.000000,73.913048,4048400
2018-12-04,80.000000,80.750000,79.750000,80.000000,73.913048,3029900
2018-12-06,79.000000,80.250000,79.000000,79.750000,73.682068,6631000
2018-12-07,80.000000,81.000000,79.750000,80.250000,74.144020,3502600
2018-12-11,80.000000,80.250000,79.750000,80.000000,73.913048,3476100
2018-12-12,80.500000,81.250000,80.000000,81.000000,74.836960,4322400
2018-12-13,81.500000,81.750000,81.000000,81.250000,75.067940,4383900
2018-12-14,81.000000,81.500000,80.750000,81.250000,75.067940,4518700
2018-12-17,81.000000,81.250000,80.000000,80.500000,74.375000,4754500
2018-12-18,80.000000,80.250000,78.750000,79.000000,72.989128,3172900
2018-12-19,79.000000,80.500000,78.750000,80.500000,74.375000,2961200
2018-12-20,80.000000,80.500000,79.250000,80.500000,74.375000,1919300
2018-12-21,79.750000,80.250000,79.500000,79.500000,73.451088,2116400
2018-12-24,79.250000,79.250000,77.500000,77.750000,71.834244,4793900
2018-12-25,77.250000,77.500000,76.750000,77.250000,71.372284,2730000
2018-12-26,77.000000,77.750000,77.000000,77.250000,71.372284,1955200
2018-12-27,78.500000,79.500000,77.750000,77.750000,71.834244,3915200
2018-12-28,78.000000,79.000000,78.000000,78.250000,72.296196,2360300
2019-01-02,78.750000,80.000000,78.750000,79.750000,73.682068,2929000
2019-01-03,79.500000,80.500000,79.500000,80.000000,73.913048,2845000
2019-01-04,79.750000,80.500000,79.750000,80.500000,74.375000,2321500
2019-01-07,80.250000,81.500000,80.250000,81.000000,74.836960,3744100
2019-01-08,81.250000,81.500000,81.000000,81.000000,74.836960,2266400
2019-01-09,81.500000,82.000000,80.750000,81.000000,74.836960,2885600
2019-01-10,81.500000,81.750000,80.750000,81.500000,75.298912,4054900
2019-01-11,81.250000,81.750000,81.000000,81.250000,75.067940,2169000
2019-01-14,82.000000,82.500000,80.250000,81.000000,74.836960,5526400
2019-01-15,80.500000,80.500000,78.750000,78.750000,72.758156,5470000
2019-01-16,79.750000,80.000000,78.750000,79.500000,73.451088,2340300
2019-01-17,80.000000,80.250000,79.250000,79.750000,73.682068,1873900
2019-01-18,79.500000,80.000000,79.500000,79.750000,73.682068,2818500
2019-01-21,79.750000,81.500000,79.750000,80.750000,74.605980,2475400
2019-01-22,80.750000,81.500000,80.500000,81.500000,75.298912,2100600
2019-01-23,81.250000,83.000000,81.250000,82.750000,76.453804,5616800
2019-01-24,82.000000,83.000000,81.750000,82.000000,75.760872,3343000
2019-01-25,82.000000,82.250000,80.750000,80.750000,74.605980,3075600
2019-01-28,80.500000,82.000000,80.250000,81.500000,75.298912,2860100
2019-01-29,81.750000,82.000000,81.250000,81.500000,75.298912,1577900
2019-01-30,82.000000,82.000000,81.000000,81.750000,75.529892,1961300
2019-01-31,82.250000,83.000000,82.250000,82.750000,76.453804,3299700
2019-02-01,83.000000,84.500000,82.500000,84.250000,77.839676,7493200
2019-02-04,84.250000,84.750000,83.500000,84.250000,77.839676,2675800
2019-02-05,84.000000,84.500000,83.750000,84.250000,77.839676,910100
2019-02-06,84.250000,85.000000,84.000000,84.750000,78.301636,2064000
2019-02-07,84.750000,84.750000,83.750000,84.000000,77.608696,1403700
2019-02-08,83.500000,84.750000,83.250000,84.250000,77.839676,3128000
2019-02-11,84.250000,84.250000,83.750000,83.750000,77.377716,1452500
2019-02-12,83.750000,84.000000,83.500000,84.000000,77.608696,1526300
2019-02-13,84.000000,84.750000,84.000000,84.500000,78.070656,1727000
2019-02-14,84.750000,85.500000,84.500000,85.000000,78.532608,3454900
2019-02-15,85.000000,85.000000,83.750000,84.250000,77.839676,3008900
2019-02-18,84.500000,85.500000,84.500000,84.750000,78.301636,5152300
2019-02-20,84.750000,85.250000,84.500000,85.000000,78.532608,2396400
2019-02-21,85.000000,85.250000,84.500000,84.750000,78.301636,1315500
2019-02-22,85.000000,86.250000,84.500000,86.250000,79.687500,6974900
2019-02-25,86.500000,87.250000,86.250000,86.500000,79.918480,2230400
2019-02-26,86.500000,86.750000,85.750000,86.250000,79.687500,3640900
2019-02-27,87.500000,89.250000,87.500000,88.000000,81.304352,12429100
2019-02-28,88.250000,88.500000,87.250000,87.500000,80.842392,6562900
2019-03-01,87.250000,87.500000,86.500000,86.750000,80.149460,4412000
2019-03-04,86.250000,87.250000,86.250000,86.500000,79.918480,3450600
2019-03-05,86.500000,87.250000,86.250000,87.000000,80.380440,1945100
2019-03-06,87.000000,87.750000,87.000000,87.000000,80.380440,2184200
2019-03-07,87.000000,88.500000,87.000000,88.500000,81.766304,3662300
2019-03-08,88.250000,88.750000,88.000000,88.250000,81.535324,1930800
2019-03-11,88.750000,89.000000,88.250000,88.500000,81.766304,3139500
2019-03-12,88.500000,89.750000,88.500000,89.250000,82.459244,4682900
2019-03-13,89.250000,89.750000,89.000000,89.500000,82.690216,2143300
2019-03-14,89.750000,90.750000,89.500000,90.250000,83.383156,5772300
2019-03-15,90.000000,90.250000,89.500000,90.000000,83.152176,2503000
2019-03-18,90.000000,90.250000,89.000000,89.250000,82.459244,2826500
2019-03-19,89.250000,89.750000,88.250000,88.500000,81.766304,5671400
2019-03-20,88.750000,89.750000,88.500000,89.250000,82.459244,4267700
2019-03-21,89.750000,90.250000,89.500000,90.000000,83.152176,3799400
2019-03-22,90.000000,90.500000,89.500000,89.750000,82.921196,3737400
2019-03-25,89.500000,89.750000,88.750000,89.000000,82.228264,3958500
2019-03-26,89.250000,89.500000,88.500000,88.750000,81.997284,4836300
2019-03-27,88.750000,89.250000,87.750000,88.000000,81.304352,6017100
2019-03-28,88.000000,88.250000,87.250000,88.000000,81.304352,4950300
2019-03-29,88.000000,88.500000,87.750000,88.250000,81.535324,4291200
2019-04-01,88.500000,89.250000,88.250000,88.500000,81.766304,3657100
2019-04-02,88.500000,88.750000,88.000000,88.250000,81.535324,4328200
2019-04-03,88.500000,89.000000,88.250000,89.000000,82.228264,4305800
2019-04-04,89.000000,89.500000,88.500000,89.000000,82.228264,4453200
2019-04-05,89.000000,89.000000,88.750000,88.750000,81.997284,1227000
2019-04-09,89.000000,89.500000,89.000000,89.250000,82.459244,2931100
2019-04-10,89.500000,90.000000,89.500000,90.000000,83.152176,1586100
2019-04-11,90.000000,90.000000,89.500000,89.750000,82.921196,3556000
2019-04-12,89.750000,90.250000,89.750000,90.250000,83.383156,3525700
2019-04-17,90.500000,92.500000,90.250000,91.750000,84.769020,7819300
2019-04-18,92.500000,93.250000,92.000000,92.500000,85.461960,7750900
2019-04-19,91.750000,92.250000,91.250000,91.500000,84.538048,8150900
2019-04-22,91.500000,91.750000,91.250000,91.750000,84.769020,4166200
2019-04-23,91.750000,92.250000,91.500000,91.750000,84.769020,3635500
2019-04-24,91.750000,92.000000,91.250000,91.750000,84.769020,4903400
2019-04-25,92.000000,92.250000,91.500000,91.750000,84.769020,5667200
2019-04-26,91.750000,92.000000,91.500000,92.000000,85.000000,9274200
2019-04-29,84.250000,84.500000,83.250000,83.250000,83.250000,9301400
2019-04-30,83.250000,83.750000,83.000000,83.750000,83.750000,3470300
2019-05-02,83.750000,85.000000,83.500000,84.750000,84.750000,3554600
2019-05-03,84.500000,86.000000,84.500000,85.500000,85.500000,5853600
2019-05-06,85.500000,85.500000,85.500000,85.500000,85.500000,0
2019-05-07,85.250000,86.500000,85.000000,86.000000,86.000000,3761100
2019-05-08,85.750000,85.750000,84.750000,85.000000,85.000000,3569400
2019-05-09,85.000000,86.500000,85.000000,86.250000,86.250000,4089700
2019-05-10,86.250000,86.500000,85.500000,86.250000,86.250000,3037800
